0.093409039,0.846223529,0.026780686,1.207137795,0.015660437,1.397751214
0.185827658,0.854386423,0.129945687,1.201307194,0.097399578,1.389340211
0.280395685,0.864881433,0.21591674,1.188479891,0.145316213,1.373282861
0.368516801,0.881790228,0.297589633,1.170404994,0.2185994,1.344226723
0.471681146,0.895783633,0.379261871,1.151164039,0.269333812,1.318993802
0.568398581,0.915024632,0.475979305,1.136587538,0.311613583,1.296054718
0.652220882,0.933099529,0.551203976,1.122011037,0.345436087,1.275409583
0.748938316,0.953506631,0.645772003,1.109766785,0.387715201,1.253999813
0.84565575,0.969249234,0.744638845,1.099854738,0.435631837,1.224943697
0.950970815,0.982076538,0.867147858,1.092858035,0.489184683,1.196652171
1.051986408,0.99490393,0.970312858,1.092274984,0.525826276,1.173713132
1.168047198,1.005399028,1.060582726,1.092858035,0.570924479,1.150774049
1.281958581,1.00831424,1.165897135,1.089942735,0.613202937,1.132422817
1.41091516,1.007148137,1.281957925,1.083529083,0.678030825,1.109483778
1.514080161,1.00831424,1.400168122,1.070701735,0.762589054,1.091132547
1.625842791,1.005398939,1.494736149,1.057291381,0.875332266,1.083486201
1.744052989,1.006565086,1.582856609,1.04271488,0.993713655,1.089603233
1.879457135,1.003649786,1.673126477,1.029304481,1.131825385,1.101837387
2.019160751,1.003649786,1.795634833,1.013561878,1.25584364,1.102602066
2.102982396,1.002483639,1.909546872,1.00073453,1.374225029,1.096484989
2.22764016,1.003649786,2.017010688,0.993154776,1.486968241,1.078898393
2.354447988,1.00015139,2.126623911,0.988490278,1.583561053,1.060547161
2.466210619,1.001900588,2.244834109,0.990822527,1.665300194,1.039901982
2.599465357,1.00015139,2.373790688,0.998402281,1.727309649,1.022315385
2.752064107,1.00831424,2.492000885,1.001900677,1.820323176,1.007787283
2.92615562,1.004815888,2.616658649,1.005399028,1.930247955,0.987142147
3.080903121,1.005398939,2.737018254,1.007731277,2.057084643,0.983319019
3.224904897,1.004232837,2.734868847,1.007731277,2.183921986,0.987906782
3.332368713,1.005398939,2.842332663,1.004815977,2.327670581,0.999376302
3.517206607,1.004232837,2.954095294,1.00073453,2.440415105,1.006258102
3.674103516,1.003649786,3.046513913,0.999568428,2.564432704,1.01390436
3.803060095,1.000734486,3.160425295,1.001900677,2.713818821,1.014669039
3.906225752,0.999568339,3.297979504,1.004815977,2.837837076,1.006258102
4.037331083,1.001317537,3.431234243,1.001317581,2.973129717,0.994023948
4.149093714,1.001900588,3.558041414,1.007148182,3.097147972,0.992494545
4.284497859,1.001900588,3.727834768,1.003066779,3.260626908,0.994023948
4.441395424,0.998402237,3.867537729,1.004232881,3.393101773,0.997082442
4.54885924,1.004815888,4.002941874,0.998985377,3.530134536,0.999376302
4.664920686,0.999568339,4.140495428,0.998402281,3.62878624,1.007022648
4.78098082,1.00015139,4.316736348,0.997236179,3.721800423,1.007787283
4.905638584,1.000734486,4.458588716,0.998402281,3.8401805,1.005493379
,,4.624082599,1.001317581,3.986747529,1.000140936
,,4.793875953,1.000151479,4.136134301,0.998611711
,,4.952921613,1.001900677,4.302431015,0.995553173
,,,,4.44617961,0.995553173
,,,,4.570197865,0.99173
,,,,4.713945804,1.005493379
,,,,4.849238446,1.004728789
,,,,4.97043958,1.003964154
