0.325408286,0.186337991,0.063224866,1.374623099,0.070092982,1.568699333
0.655250779,0.195294777,0.3761513,1.365666199,0.338989657,1.565426044
0.968177213,0.207237387,0.748283939,1.350737994,0.607886332,1.555606061
1.289564258,0.222165592,1.095039909,1.323867179,0.932419649,1.509780234
1.577119185,0.252022002,1.433340431,1.264154358,1.210587377,1.454134311
1.890048201,0.272921626,1.72089794,1.213398438,1.423852572,1.401761677
2.194516606,0.284864008,2.050740432,1.150699794,1.618573079,1.346115753
2.490529562,0.308749228,2.33829536,1.111886711,1.896740807,1.274103496
2.786542519,0.356519438,2.617392258,1.058145195,2.119274473,1.228277327
3.124843041,0.401304054,2.930321273,1.025303075,2.406718416,1.156265069
3.429314027,0.466988293,3.302451331,0.998432374,2.666346619,1.094072567
3.674581389,0.550586106,3.75915652,0.98947536,2.888885448,1.051519802
3.94522284,0.637169741,4.080543565,1.007389275,3.213413603,1.005693747
4.139744607,0.723753377,4.478045129,1.01336058,3.5101286,0.98605401
4.393469999,0.816308203,4.816345651,1.028288785,3.78830149,0.979507316
4.64719539,0.908863143,5.146190725,1.04321699,4.131379495,0.98605401
4.985495912,0.974547155,5.526778812,1.04321699,4.465178704,0.989327413
5.399916117,1.004403565,5.873534783,1.028288785,4.808256709,1.035153354
5.780504204,1.01336058,6.245667422,1.019331771,5.132790027,1.074432829
6.169547739,1.01037487,6.660085045,1.02231748,5.429505023,1.107165725
6.448647219,1.007389275,7.040673132,1.01336058,5.75403576,1.090799277
6.770031682,1.004403565,7.395887132,1.016345947,5.976569426,1.041699933
7.125248263,1.01037487,7.827220813,1.01037487,6.319650013,1.01551373
7.497378321,1.016346175,,,6.644178168,1.008967151
7.827220813,1.016346175,,,6.996527227,0.995873651
,,,,7.38596824,1.002420571
,,,,7.895948431,1.005693747
,,,,7.895948431,1.005693747
