0.0166667,0,0,0
0.05,0,0,0
0.0833333,0,0,0
0.116667,0,0,0
0.15,0,0,0
0.183333,0,0,0
0.216667,0,0,0
0.25,0,0,0
0.283333,0,0,0
0.316667,0,0,0
0.35,0,0,0
0.383333,0,0,0
0.416667,0,0,0
0.45,0,0,0
0.483333,0,0,0
0.516667,0,0,0
0.55,0,0,0
0.583333,0,0,0
0.616667,0,0,0
0.65,0,0,0
0.683333,0,0,0
0.716667,0,0,0
0.75,0,0,0
0.783333,0,0,0
0.816667,0,0,0
0.85,0.00084211,0.000589477,0.00101053
0.883333,0.0768844,0.088035,0.111974
0.916667,0.950293,0.978967,1.09844
0.95,2.31295,2.21398,2.13092
0.983333,2.54642,1.94524,1.51748
1.01667,2.4519,1.30913,1.60022
1.05,2.6635,1.1451,3.11593
1.08333,2.71884,1.11082,4.35868
1.11667,2.58306,1.03301,4.48766
1.15,2.28891,0.925457,3.80295
1.18333,2.00136,0.810354,2.86181
1.21667,1.70519,0.691217,2.14271
1.25,1.49381,0.62821,1.60362
1.28333,1.31939,0.556359,1.20493
1.31667,1.14828,0.50482,0.948008
1.35,1.0631,0.473723,0.77891
1.38333,0.952259,0.452854,0.681857
1.41667,0.92356,0.445802,0.606854
1.45,0.88807,0.443022,0.570419
1.48333,0.865144,0.461444,0.569075
1.51667,0.842931,0.486961,0.573487
1.55,0.845513,0.515554,0.612759
1.58333,0.877085,0.562814,0.686066
1.61667,0.896932,0.619141,0.764229
1.65,0.941163,0.683354,0.871117
1.68333,0.972589,0.748918,0.994878
1.71667,1.02967,0.812475,1.13068
1.75,1.07423,0.870415,1.25428
1.78333,1.12544,0.925868,1.3511
1.81667,1.16956,0.969622,1.40567
1.85,1.22778,1.01482,1.47342
1.88333,1.25518,1.04072,1.47923
1.91667,1.28899,1.0295,1.48295
1.95,1.29971,1.02632,1.4781
1.98333,1.29255,1.01498,1.47874
2.01667,1.28229,1.01015,1.47036
2.05,1.28187,0.991362,1.44644
2.08333,1.25077,0.958884,1.42428
2.11667,1.21392,0.939393,1.37822
2.15,1.18841,0.900447,1.34146
2.18333,1.15253,0.865606,1.28253
2.21667,1.11476,0.83884,1.20999
2.25,1.07592,0.816466,1.11058
2.28333,1.04418,0.798567,1.03377
2.31667,1.02466,0.787737,0.965139
2.35,1.00144,0.784434,0.901042
2.38333,0.986373,0.790305,0.856647
2.41667,0.970437,0.798015,0.829094
2.45,0.971297,0.81717,0.828584
2.48333,0.973203,0.840344,0.832815
2.51667,0.97215,0.869505,0.869371
2.55,0.987813,0.906213,0.904959
2.58333,0.998247,0.936145,0.950779
2.61667,1.00828,0.960152,1.00552
2.65,1.01662,0.985947,1.04634
2.68333,1.02698,1.01515,1.0845
2.71667,1.04154,1.02985,1.12021
2.75,1.04892,1.04503,1.15219
2.78333,1.05541,1.05076,1.16706
2.81667,1.05597,1.04587,1.16921
2.85,1.06365,1.04986,1.16151
2.88333,1.05137,1.04185,1.16347
2.91667,1.057,1.03927,1.13909
2.95,1.04614,1.03443,1.11126
2.98333,1.03824,1.02502,1.09784
3.01667,1.03291,1.0092,1.07274
3.05,1.02454,0.997783,1.04515
3.08333,1.01435,0.989012,1.0274
3.11667,0.997738,0.980643,0.997037
3.15,0.998541,0.97254,0.981297
3.18333,0.982615,0.962949,0.961274
3.21667,0.974659,0.962867,0.944654
3.25,0.971106,0.959481,0.933015
3.28333,0.965972,0.961733,0.918739
3.31667,0.966402,0.967851,0.913198
3.35,0.957101,0.97365,0.909105
3.38333,0.96198,0.97629,0.907876
3.41667,0.955697,0.991419,0.908909
3.45,0.966837,1.00844,0.915295
3.48333,0.969826,1.0111,0.928763
3.51667,0.97057,1.0297,0.938715
3.55,0.973123,1.04169,0.957778
3.58333,0.981347,1.05038,0.967481
3.61667,0.980191,1.05256,0.984136
3.65,0.981078,1.06147,0.993739
3.68333,0.98249,1.06691,1.00371
3.71667,0.985835,1.07442,1.00897
3.75,0.983913,1.06817,1.01549
3.78333,0.973071,1.06329,1.01221
3.81667,0.980644,1.06023,1.00637
3.85,0.972949,1.05183,1.00417
3.88333,0.977502,1.05217,0.989478
3.91667,0.970105,1.04803,0.980339
3.95,0.971718,1.0392,0.968832
3.98333,0.963415,1.03695,0.958008
4.01667,0.962616,1.03195,0.951618
4.05,0.960183,1.02834,0.943504
4.08333,0.960716,1.02407,0.933236
4.11667,0.95926,1.02401,0.929674
4.15,0.955607,1.02216,0.925144
4.18333,0.95256,1.02146,0.927609
4.21667,0.954692,1.02272,0.918326
4.25,0.958634,1.02431,0.915775
