4.28333,0.960176,1.0272,0.923368
4.31667,0.959492,1.03102,0.928939
4.35,0.960659,1.03571,0.932064
4.38333,0.95988,1.03983,0.935728
4.41667,0.962883,1.04486,0.940255
4.45,0.964571,1.04781,0.944567
4.48333,0.969117,1.05008,0.947502
4.51667,0.971903,1.05567,0.952694
4.55,0.967462,1.05296,0.957604
4.58333,0.967826,1.05536,0.963678
4.61667,0.970277,1.05588,0.965001
4.65,0.965601,1.0569,0.969552
4.68333,0.967818,1.05221,0.970226
4.71667,0.96939,1.05162,0.975062
4.75,0.969516,1.0498,0.970336
4.78333,0.970689,1.04343,0.967646
4.81667,0.96498,1.04426,0.96712
4.85,0.967065,1.03937,0.9635
4.88333,0.969856,1.03647,0.958751
4.91667,0.96548,1.03459,0.95232
4.95,0.968683,1.03229,0.950911
4.98333,0.966039,1.03246,0.94822
5.01667,0.962509,1.02648,0.94436
5.05,0.964877,1.02846,0.951677
5.08333,0.968738,1.02317,0.946518
5.11667,0.96863,1.0241,0.950003
5.15,0.970186,1.0255,0.948542
5.18333,0.96592,1.02295,0.952267
5.21667,0.976767,1.02682,0.950485
5.25,0.976333,1.02499,0.954362
5.28333,0.976692,1.02675,0.958328
5.31667,0.979333,1.02966,0.963467
5.35,0.983116,1.03011,0.96309
5.38333,0.979936,1.03158,0.972932
5.41667,0.981356,1.03165,0.972762
5.45,0.980562,1.03173,0.974793
5.48333,0.980516,1.03003,0.976626
5.51667,0.981199,1.02631,0.977768
5.55,0.981036,1.02733,0.979385
5.58333,0.98324,1.02911,0.976357
5.61667,0.982124,1.02665,0.9805
5.65,0.983257,1.02522,0.980021
5.68333,0.984349,1.0233,0.980759
5.71667,0.982768,1.02083,0.98021
5.75,0.985501,1.01956,0.98182
5.78333,0.983423,1.01744,0.979675
5.81667,0.986572,1.01603,0.980831
5.85,0.98465,1.01495,0.978064
5.88333,0.984733,1.01187,0.980109
5.91667,0.988329,1.00923,0.978814
5.95,0.988077,1.01097,0.978465
5.98333,0.986039,1.00922,0.980304
6.01667,0.991038,1.00626,0.979154
6.05,0.987443,1.00817,0.982286
6.08333,0.989782,1.0066,0.982001
6.11667,0.994462,1.00911,0.984944
6.15,0.991475,1.00702,0.984103
6.18333,0.995469,1.00813,0.985964
6.21667,0.994714,1.00491,0.988963
6.25,0.994316,1.00853,0.992618
6.28333,0.996627,1.00915,0.991112
6.31667,0.998492,1.00782,0.994164
6.35,0.998836,1.00725,0.995018
6.38333,1.00124,1.00578,0.997413
6.41667,0.997673,1.00629,1.00029
6.45,1.00247,1.00358,0.999865
6.48333,0.999092,1.00264,1.00056
6.51667,0.998985,1.0017,0.99993
6.55,1.00104,1.00053,1.00302
6.58333,0.997845,1.00211,1.001
6.61667,0.99945,1.00079,1.00188
6.65,0.998042,1.00101,0.999132
6.68333,1.00099,1.00024,1.0006
6.71667,0.999569,0.998469,1.0039
6.75,1.00189,0.997738,0.998768
6.78333,0.999038,0.998593,1.00033
6.81667,1.00349,0.993989,1.00353
6.85,1.00314,0.994465,1.00453
6.88333,1.00509,0.994781,1.0026
6.91667,1.00343,0.992825,0.999945
6.95,1.0057,0.993655,1.00417
6.98333,1.00577,0.992127,1.00295
7.01667,1.0052,0.991189,1.00544
7.05,1.00661,0.992877,1.00654
7.08333,1.00561,0.992235,1.00521
7.11667,1.00406,0.992315,1.00994
7.15,1.00539,0.992676,1.00728
7.18333,1.00891,0.991785,1.01076
7.21667,1.0083,0.993986,1.01071
7.25,1.00923,0.99271,1.00987
7.28333,1.00536,0.994239,1.01181
7.31667,1.00877,0.992184,1.01207
7.35,1.00879,0.991436,1.01301
7.38333,1.00882,0.991556,1.01022
7.41667,1.0099,0.992438,1.01268
7.45,1.00991,0.991472,1.01142
7.48333,1.00913,0.990632,1.01083
7.51667,1.01058,0.991167,1.01114
7.55,1.00833,0.989416,1.01127
7.58333,1.00585,0.988854,1.01289
7.61667,1.00955,0.988543,1.01345
7.65,1.00793,0.987284,1.01189
7.68333,1.00972,0.989022,1.01238
7.71667,1.00612,0.988238,1.01124
7.75,1.00833,0.989813,1.01145
7.78333,1.00733,0.988798,1.01257
7.81667,1.00732,0.988836,1.01298
7.85,1.00961,0.989113,1.0131
7.88333,1.00812,0.98752,1.0134
7.91667,1.01075,0.987933,1.01034
7.95,1.00948,0.987184,1.012
7.98333,1.01226,0.988364,1.01127
8.01667,1.00835,0.988219,1.01465
8.05,1.00867,0.989365,1.01434
8.08333,1.01267,0.991148,1.01393
8.11667,1.00777,0.990138,1.01358
8.15,1.00973,0.989096,1.0107
8.18333,1.00993,0.991159,1.01411
8.21667,1.00779,0.98999,1.01207
8.25,1.00951,0.991469,1.01456
8.28333,1.00806,0.98972,1.01182
8.31667,1.01046,0.989974,1.0137
8.35,1.00898,0.990347,1.01066
8.38333,1.00785,0.989361,1.0127
8.41667,1.00762,0.989968,1.01123
8.45,1.00844,0.988922,1.01109
8.48333,1.00721,0.988757,1.01234
8.51667,1.00998,0.990978,1.00985
8.55,1.00925,0.991856,1.01086
8.58333,1.0075,0.98962,1.01075
8.61667,1.00528,0.989693,1.01058
8.65,1.0074,0.990535,1.0095
8.68333,1.00658,0.991832,1.00996
8.71667,1.00742,0.99104,1.01049
8.75,1.00579,0.990078,1.00985
8.78333,1.00725,0.993054,1.01001
8.81667,1.00555,0.991439,1.00987
8.85,1.00571,0.991725,1.01023
8.88333,1.00615,0.994439,1.00913
8.91667,1.0048,0.993433,1.01088
8.95,1.00654,0.99482,1.01002
8.98333,1.00563,0.992738,1.00498
9.01667,1.00652,0.992781,1.00709
9.05,1.00577,0.994685,1.00824
9.08333,1.004,0.994674,1.00609
9.11667,1.00555,0.995356,1.00722
9.15,1.00628,0.993689,1.00629
9.18333,1.00611,0.993755,1.00584
9.21667,1.00598,0.993936,1.00701
9.25,1.00389,0.9943,1.00533
9.28333,1.00452,0.995695,1.00741
9.31667,1.00347,0.995451,1.00548
9.35,1.00384,0.996417,1.00518
9.38333,1.00274,0.996638,1.00389
9.41667,1.00028,0.99591,1.00604
9.45,1.00191,0.996033,1.00553
9.48333,1.00255,0.996565,1.00404
9.51667,1.00272,0.995397,1.00314
9.55,1.00226,0.996099,1.00169
9.58333,1.00065,0.99735,1.00227
9.61667,1.00281,0.998045,1.00379
9.65,1.00282,0.996739,1.00264
9.68333,1.00147,0.998337,1.00352
9.71667,1.00082,0.997936,1.00224
9.75,1.00177,0.998133,1.00198
9.78333,1.00271,1.00077,1.00414
9.81667,1.00118,0.999481,1
9.85,0.998755,0.999363,1.00089
9.88333,0.999529,0.99787,1.00165
9.91667,0.998357,1.00058,1.00181
9.95,1.00141,1.0007,1.00074
9.98333,1.00087,1.00037,1.00101
