clusterID,clusterSize,xcm,ycm,zcm,rgxx,rgyy,rgzz,rgxx,rgyy,rgzz,rgxy,rgxz,rgyz,l1,l2,l3,rg,asphericity,acylindricity,anisotropy,aspectratio
6,93,-4.747535694831161,-17.958066078924364,-19.758200512137464,14.576826879632348,12.505705286499852,10.512510475744197,14.576826879632348,12.505705286499852,10.512510475744197,9.756673399190522,-11.09462729977253,-10.487693801009002,0.34562670678991336,3.7576172042614946,33.49179873082499,6.13147964539363,31.440176775299285,3.411990497471581,0.7055504344341182,9.843863652896664
16,64,-5.901499316096306,-14.513351827859879,-13.265027537941933,11.131055127609889,6.835016097352449,0.38351977236339924,11.131055127609889,6.835016097352449,0.38351977236339924,-7.714291621373268,-0.7747450190428387,0.5549692877819955,0.32795585267965355,0.9763688984849191,17.045266246161155,4.283642258327103,16.39310387057887,0.6484130458052656,0.7990591011341586,7.209318320278322
35,79,7.652536265457733,-16.00893472116205,-6.505883449240576,4.700001891012929,15.16795861147955,5.321234408936749,4.700001891012929,15.16795861147955,5.321234408936749,7.7673573386669625,1.930015948690176,3.4292013734792164,0.5655299280576068,4.292396525205004,20.331268458166598,5.018883831234711,17.902305231535294,3.726866597147397,0.5215319298046015,5.995900827812594
46,75,11.552818724314372,25.4236105855306,20.484766413370767,15.108035121150175,1.9772774519096024,7.4492494979633985,15.108035121150175,1.9772774519096024,7.4492494979633985,4.749253119632297,-9.34280237794686,-2.8491181334524858,0.41541496181664955,1.276806228667864,22.84234088053865,4.953237534282317,21.99623028529639,0.8613912668512145,0.8047094923613645,7.415308726548735
56,106,17.5275366171351,-21.059614289481686,7.599915198208588,2.079037185896039,2.6195315528158583,40.94229906394054,2.079037185896039,2.6195315528158583,40.94229906394054,-0.14049259846705547,2.162233152670944,-8.491961622104723,0.743560445104901,2.044781339936003,42.8525260176115,6.755802528393826,41.45835512509105,1.301220894831102,0.825728159146722,7.591543314156111
65,79,8.932759085788003,-24.12509563301183,17.954925633683988,18.932932958966592,1.0354897405792092,5.728552947896005,18.932932958966592,1.0354897405792092,5.728552947896005,2.482349375523347,7.212376690585086,1.778272182023024,0.4374428008899641,2.734905936736042,22.524626909815787,5.069218445425467,20.938452541002782,2.297463135846078,0.6699294205988217,7.175764318974463
75,60,18.762928676605224,-18.305787547429404,20.023306560516357,2.588633507492077,3.7346178514830326,13.694454610052446,2.588633507492077,3.7346178514830326,13.694454610052446,-2.5621519777985924,5.197233581848782,-6.707918899327988,0.3506317037488112,0.5650231046779379,19.102051160600816,4.474115104579627,18.64422375638744,0.21439140092912673,0.8675670890227225,7.380986499351136
86,90,-17.81424896452162,-4.495098677277565,25.406620173984102,8.324804519037576,18.51906107327586,12.363959425119388,8.324804519037576,18.51906107327586,12.363959425119388,-11.847954498570607,-9.251207115047642,13.097332369555888,0.39102012057233587,1.9929155730167731,36.823889323843716,6.261615208349426,35.63192147704916,1.6018954524444373,0.8271624326709022,9.704323724722602
96,30,-9.875711599985758,-3.3512792785962424,24.900321833292644,1.0813957136505803,0.8474792117596206,1.9684950609926537,1.0813957136505803,0.8474792117596206,1.9684950609926537,0.5862054956939087,-0.984852649808171,-0.8978071891287702,0.33973968696953755,0.4450086554813976,3.1126216439519196,1.9741757739377856,2.7202474727264523,0.10526896851186007,0.4877093377568576,3.0268439084696004
105,19,-8.487520795119437,-8.418195624100534,21.640320526926143,0.4192981744419257,0.5798968011149933,0.7552570950460514,0.4192981744419257,0.5798968011149933,0.7552570950460514,-0.02812869314822866,-0.03135856390109132,-0.06358683749981653,0.4092314135378259,0.5680622095864009,0.7771584474787437,1.3245573111809736,0.28851163591663037,0.15883079604857497,0.033189081496023176,1.3780669084830721
