clusterID,atomID,clusterSize,atomCoordx,atomCoordy,atomCoordz,xcm,ycm,zcm,rgxx,rgyy,rgzz,rgxy,rgxz,rgyz,l1,l2,l3,rg,asphericity,acylindricity,anisotropy,aspectratio
150,149,4,-3.183643102645874,-24.36212158203125,23.18672180175781,-2.6101667881011963,-24.033705234527588,21.93701934814453,0.1106618238917462,0.2141547052458463,0.9392032688501786,0.0739186577864075,-0.2573767843737187,-0.407597323966911,0.0007123141818406,0.0758109755695857,1.1874965082363458,1.1242863505298692,1.1492348633606326,0.0750986613877451,0.8292748576125734,40.83009356365539
210,209,4,9.852622032165527,-15.353490829467772,-6.957962989807129,9.240349054336548,-15.755079984664915,-7.420767426490784,0.3078519812867739,0.2010443200876466,0.287437058196403,-0.0821646100560542,0.2889643556374324,-0.1124468736300912,0.0050274436230726,0.1606047026330152,0.6307012133147353,0.8923751226758976,0.5478851401866913,0.1555772590099426,0.50198365687044,11.200521102946125
511,510,9,-24.66277313232422,19.869495391845703,-24.507648468017575,-25.154468960232204,19.714521196153427,-22.924511591593426,0.3664074750710746,0.7866309114109709,0.8618651582655731,-0.3091906127985656,-0.3674434016606095,0.4234809502961946,0.1545136209892102,0.4004055726941564,1.4599843510642525,1.419472981337658,1.182524754222569,0.2458919517049461,0.3556084109084389,3.073906938777242
870,869,5,6.6953630447387695,-4.63097620010376,-1.0949851274490356,6.1878382682800295,-3.937158393859863,-0.4722472496330738,0.3932740804429704,0.2339934350134035,0.1530362312541256,-0.0478263413184458,-0.2145558292143695,0.0867894362460845,0.0147243785051388,0.2226760303184785,0.5429033378868826,0.8833480326069109,0.4242031334750739,0.2079516518133396,0.3488098317525678,6.072153887968246
891,890,4,-27.35630798339844,7.499261379241943,-6.100924015045166,-27.16953420639038,7.859774351119995,-6.532974362373352,0.0581949827962944,0.2445579555836161,0.3099279698058552,0.1192442675147731,0.0410127756720726,0.0877256645102591,3.3389179317666606e-05,0.2094316174660063,0.4032159015404419,0.7827393615922008,0.2984833982177799,0.2093982282866887,0.3249473505515461,109.8919685552812
991,990,4,-22.279294967651367,-24.60941505432129,-20.160863876342773,-22.307812690734863,-24.01001787185669,-20.748231410980225,0.1632114918438674,0.1275683090668735,0.5321432959760841,-0.0382513730933169,-0.253694413193898,-0.0679970958087778,0.0001542644026418,0.1578995961002628,0.6648692363839208,0.9071510882354854,0.5858423061324685,0.1577453316976209,0.5343659257707728,65.6500798071718
1071,1070,6,0.0809519812464714,8.022785186767578,-10.582751274108888,0.369039968897899,9.064704100290934,-10.843011538187662,0.1411740959922495,0.6343009288222118,0.1605743046998718,-0.0752362842386479,-0.0560240670321824,0.0332711370351211,0.0913840692635284,0.1956351685314253,0.6490300917193796,0.967496423515009,0.5055204728219027,0.1042510992678968,0.3009651612388534,2.664999733911133
1250,1249,4,26.40592384338379,27.558273315429688,22.923583984375,26.794984340667725,27.344006538391117,22.38141822814941,0.1558683638384081,0.1536598629472791,0.1646348374251829,-0.0215265152214669,0.0083582143242892,0.0102921414636512,0.1283860833133795,0.1693219141372957,0.1764550667601949,0.6885949928738012,0.0276010680348573,0.0409358308239161,0.0089784288156892,1.1723521699978614
1590,1589,7,-23.8294677734375,20.11129570007324,-13.650879859924316,-23.0737487248012,20.0465875353132,-13.569559233529228,0.3791637837294933,0.2606576621159436,0.6574531979592338,-0.1279879293152236,0.1778098148308939,-0.1427497371160472,0.176862119515881,0.3134681083233934,0.8069444159653956,1.138979650303143,0.5617793020457583,0.1366059888075123,0.1958450712376848,2.136015489382808
1771,1770,4,24.856143951416016,-24.300987243652344,-7.703461647033691,23.94076633453369,-25.22195196151733,-7.333733916282654,0.3352680450925618,0.5003513401413784,0.1400751372931807,0.3896552605424404,-0.1392754872489376,-0.1414293259070405,0.0147163810313104,0.0913339738207115,0.8696441676750982,0.9877725054521006,0.8166189902490872,0.076617592789401,0.7051297369648586,7.687237206628317
1871,1870,5,-3.52018666267395,3.5757899284362797,-14.172768592834473,-3.226718521118164,2.9810083389282225,-13.91386890411377,0.412789332994671,0.237388895521085,0.4723716977630829,-0.2057497841814506,0.3542248611882314,-0.2944195333808693,0.0312212969034584,0.1199931627449819,0.9713354666303984,1.05950456642661,0.8957282368061783,0.0887718658415235,0.6413996079662945,5.577751396635197
1951,1950,4,5.575470924377441,12.528635025024414,-11.77273178100586,6.472811579704285,12.468728303909302,-12.200448274612429,0.5223792686017958,0.1433706913491619,0.0773058359097262,0.0789305333854883,-0.1730136026716593,0.0209498571039716,0.0024451706189822,0.1485411537222363,0.5920694715194654,0.8620068421194138,0.5165763093488561,0.146095983103254,0.5123034958035533,15.560793873799408
2331,2330,4,1.7672959566116333,9.08738613128662,26.69325256347656,1.4724231213331225,9.972139596939089,26.751462936401367,0.1533920046852788,0.3525509870666496,0.0971900815620756,-0.0329146276334562,0.0319475499011332,-0.0424176813826306,0.0801915457632452,0.1568066113442655,0.3661349162064936,0.7766164261165251,0.2476358376527382,0.0766150655810202,0.1806800970123127,2.136762636745711
2390,2389,4,6.079568862915039,14.662409782409668,26.86227226257324,5.884881019592285,14.152657985687256,27.53683090209961,0.024334238793358,0.2770850525141668,0.5161020226751134,0.0345129685471192,-0.0480864000899146,0.1476190325502102,0.0092990744023248,0.2202345803158003,0.5879876592645129,0.9041688525837628,0.4732208319054503,0.2109355059134754,0.3849954715434832,7.951777954434481
2930,2929,5,-27.95671844482422,-16.924665451049805,-5.329161167144775,-28.410284423828124,-15.765384864807128,-4.968026256561279,0.1511908121223678,0.6145325473885896,0.1316748381559045,-0.0565831358017749,-0.0684055120695484,0.2155728943753093,0.0320646667754412,0.1577820168404065,0.7075515140510137,0.9473110353346792,0.6126281722430897,0.1257173500649653,0.4807594766611865,4.697487864604312
2991,2990,5,14.201382637023926,-3.034940004348755,-8.412310600280762,13.384343719482422,-3.198534345626831,-8.5635196685791,0.304277701346873,0.4118431393677974,0.1687925388612347,0.2390505485133963,-0.095504130663794,-0.1155630537042907,0.11249324126941,0.1226180605545439,0.6498020777519509,0.9406983467487888,0.5322464268399738,0.0101248192851339,0.3618610488809911,2.4034070606354705
