clusterID,atomID,clusterSize,atomCoordx,atomCoordy,atomCoordz,xcm,ycm,zcm,rgxx,rgyy,rgzz,rgxy,rgxz,rgyz,l1,l2,l3,rg,asphericity,acylindricity,anisotropy,aspectratio
210,209,19,-12.027022361755373,-5.0929341316223145,-27.888463973999023,-11.392145558407432,-5.463856170051976,-28.09831518875925,0.4141316360916469,1.3296483964132162,0.3127453443312308,0.136933782641631,-0.0053776480774476,0.1640215593393109,0.2808717250531784,0.4013685272014926,1.3742851245814212,1.4340590562581768,1.0331649984540856,0.1204968021483141,0.2549642692373384,2.211996380672888
230,229,16,-10.515159606933594,-6.1938347816467285,16.139942169189453,-11.128112256526949,-6.347437232732773,16.269755959510803,0.6072277193304636,0.6335088819204973,0.4343222320464832,-0.2028418151734232,-0.0551039572627374,-0.2242023182111019,0.2190231722988283,0.5873060862279363,0.8687295747706797,1.294240639640652,0.4655649455072973,0.368282913929108,0.1135050392435568,1.9915777740400409
251,250,27,-17.78147315979004,-2.148404359817505,-25.80834007263184,-18.55630154079861,-3.8325540092256336,-26.45372094048394,1.0904747364866685,1.72953971066585,0.7188801325983036,1.060537972938018,-0.4489300754936761,-0.5646223276699422,0.2993806892723747,0.4685549122365334,2.770958978241913,1.8811949871692784,2.3869911774874595,0.1691742229641586,0.4566667709813518,3.0423078375435253
271,270,26,-6.873825073242188,-1.8669795989990237,-22.53653907775879,-6.710245535923884,-2.021319791388053,-22.169987458449143,0.3831337961427186,1.4894572436366194,1.500106108328461,0.2235008769659451,-0.2445467207849617,-1.0786136370292383,0.3319086509761245,0.4184509049339889,2.622337592197683,1.836490443238896,2.247157814242626,0.0865422539578644,0.4444217291994192,2.8108328101936104
290,289,28,-10.72365665435791,1.335666537284851,27.6738224029541,-11.416274649756296,2.3484986711825644,27.531300136021205,0.5784257529647961,1.187841135784783,2.05549293709993,-0.3765270616774872,-0.4665958110297615,1.2357198020652933,0.3020391030680443,0.4449221606419548,3.0747985621395086,1.954932179347792,2.701317930284509,0.1428830575739105,0.5006508456911132,3.190632235954828
310,309,14,-9.57712459564209,6.605997562408447,-22.538206100463867,-10.300107615334648,7.872890676770892,-22.429711205618723,0.3863615681473684,0.6503516683174866,0.3872373201674959,-0.1461605262760694,0.0323717491772891,0.1477146560639586,0.247293425825498,0.4191671718118422,0.7574899589950104,1.1932939942161571,0.4242596601763402,0.1718737459863442,0.0996982587870925,1.7501777351765837
331,330,31,-22.359359741210938,-12.365988731384276,-10.327326774597168,-21.89675017326109,-11.658630278802686,-11.076658648829309,2.6073844807384314,0.3317919111443632,2.63763134393698,0.0156721874864785,-2.269335079554931,0.0785992411359943,0.2748449867524011,0.4096307918318205,4.89233195723555,2.361526568942169,4.550094067943439,0.1347858050794194,0.6661240787099176,4.219043943607867
351,350,15,-23.610078811645508,-19.73414421081543,-2.9589977264404297,-25.30997200012207,-19.52256660461426,-2.925316858291626,0.9980394048072048,0.4987730584538076,0.2021273720001788,0.2734178063278765,0.0389824330325973,0.0465394650690177,0.1949825737422882,0.3820891452232329,1.1218681162956696,1.3034338630176794,0.833332256812909,0.1871065714809447,0.2496882483484103,2.39868380733458
370,369,33,-19.32956314086914,-14.43566608428955,0.8573874831199646,-18.61280158071807,-15.116951104366418,-0.2810978327285159,1.2932411975033098,1.4742499573709955,2.155216788124441,-0.9451505380793362,-1.1739078038698263,1.4502719309804826,0.3243675429177692,0.4877371891412936,4.110603210939684,2.218717634805913,3.704550844910152,0.1633696462235243,0.5671474376106338,3.559869544530447
390,389,22,-17.052398681640625,-24.496257781982425,-1.8977704048156736,-17.954865889115766,-25.324744484641336,-3.0309243473139675,0.6850954281588141,0.8471094931362532,0.9818232511299242,0.1132017818579562,0.1286223372374992,0.577730762040861,0.3328194731893623,0.6503856517632717,1.530823047472358,1.5855687220757704,1.039220484996041,0.3175661785739094,0.1828407734587714,2.14465841888585
411,410,16,-12.335153579711914,-10.944869041442873,3.3723626136779785,-12.674642145633698,-11.228691279888151,3.991254821419716,0.5642373522615536,0.2493369067780371,0.7984067022270939,-0.0440803588036651,0.0374616382162225,0.1127792862086094,0.2196450701664445,0.5685481767166983,0.823787714383542,1.2696381221697326,0.4296910909419706,0.3489031065502538,0.1061906148172612,1.9366312047090704
431,430,20,-17.157072067260742,-8.716535568237305,-1.156971096992493,-16.332821083068847,-7.65314781665802,-1.96414167881012,1.2806852559961592,0.5685058466362733,0.3907026363919054,0.2785006013061547,-0.2854623457107629,0.0734152443526141,0.2294482664282515,0.5743559156556034,1.436089556940483,1.4966274549881604,1.0341874658985557,0.3449076492273518,0.2309619391990447,2.501775710325881
470,469,23,-25.47695541381836,-9.71850299835205,-0.5095774531364441,-25.458730614703637,-11.080967405567998,-2.3314763955447986,0.7078148890895583,0.8330299187785717,1.0171633914034626,0.3723127659516276,0.3399849408583681,0.6296876920669365,0.2739932625422719,0.4910259038899736,1.792989032839346,1.5993774411537731,1.4104794496232231,0.2170326413477016,0.3094381839672051,2.5581079931035324
491,490,16,16.355785369873047,14.912534713745115,-2.3082103729248047,16.878729104995728,14.257122457027435,-3.274216040968895,0.6381514949944744,0.4395551694047945,0.6138402958908596,0.0323856224757861,0.1654687544845039,0.3295790239531877,0.1726933541700215,0.5749451048424719,0.9439085012776354,1.300594848632782,0.5700892717713887,0.4022517506724503,0.1559961473997107,2.3379064891845927
511,510,19,10.700873374938965,5.3550944328308105,-4.957442283630371,10.926313902202406,4.185454167817769,-4.846319989154213,0.5845240853342549,0.7490287440104678,0.5603800193075589,0.3246643382732961,-0.1866273330033657,0.0754462452891646,0.2203368244124759,0.6641918865647705,1.0094041376750351,1.3762023283849951,0.5671397821864121,0.4438550621522945,0.130862955940503,2.140370700840794
530,529,17,4.255703449249268,8.01146411895752,-1.2910925149917605,3.4228595004362217,8.508328017066507,-2.155370757860296,0.6802125817984727,0.3737429208173254,0.5139512479068608,0.1078005201000157,-0.0783696269368988,0.0201204409776519,0.3290016226524336,0.5029001030131725,0.7360050248570522,1.252160832530174,0.3200541620242492,0.1738984803607388,0.0508943459196169,1.4956892412915312
